Age,Sex,Social_Media_Hours,Exercise_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,Wearable_Stress_Score,Support_System,Academic_Performance
14,F,0.2,2.165559482,6.094112275,8.646594135,4,0.540637347,Moderate,Excellent
13,F,7.5,2.980118364,9.749713769,7.613690172,4,0.673137951,Low,Excellent
18,F,4.7,0.394712136,4.498970399,10.56763888,5,0.438050418,Moderate,Average
18,M,4.5,0.147875997,7.861848237,8.097018322,2,0.318909259,High,Excellent
17,F,0.1,2.083067667,9.833328226,11.07759991,5,0.411699995,High,Poor
16,F,8.2,2.496677351,9.869342011,7.823316222,1,0.911752357,High,Good
17,F,3.6,2.53904634,6.827339985,3.71122422,2,0.164171285,Moderate,Poor
16,F,5.4,2.035390647,4.976494647,11.13562556,3,0.248499818,Moderate,Excellent
17,F,6.8,2.862047412,5.21250589,8.816274984,2,0.606190791,High,Average
17,M,7.0,1.533014291,9.337608371,8.992389944,5,0.116281322,Low,Poor
17,F,9.6,2.741444395,9.470098026,11.85481751,5,0.891864512,High,Excellent
16,F,5.3,2.903436411,7.647277863,2.751965542,4,0.047236372,Moderate,Average
16,F,4.0,2.541472371,8.597058397,6.285926071,3,0.755312293,High,Good
17,M,9.5,0.92927569,8.439587509,4.39095393,2,0.373728047,High,Average
14,F,6.4,0.588646954,7.970929588,8.304264647,3,0.051165574,Moderate,Excellent
15,M,3.0,1.644360195,8.963661729,10.06811684,4,0.842927894,Moderate,Average
15,M,1.3,1.359044251,8.112439738,11.66310709,3,0.640460235,Moderate,Excellent
15,F,8.4,2.633275027,7.204013834,6.54596107,3,0.008858709,Moderate,Average
16,F,3.6,0.300095013,5.421738176,9.862182306,2,0.267532848,High,Average
16,F,6.6,0.773220184,8.463328865,11.17051592,3,0.352045608,Moderate,Average
14,M,4.7,2.255396834,6.840627207,8.833254325,4,0.322578149,Low,Excellent
15,M,2.0,0.284959935,5.768750104,4.427325524,1,0.498342029,Moderate,Average
15,M,6.0,0.962293242,8.811677654,8.078541511,1,0.526802958,Moderate,Excellent
17,M,0.6,1.161466182,8.180281602,11.69952048,5,0.396754018,High,Poor
16,M,4.1,1.86778139,9.624037379,11.87553829,1,0.331770339,Low,Good
15,M,5.5,0.474397937,4.99264984,8.423598237,2,0.504409328,Low,Poor
18,F,4.4,2.581813471,7.895135708,10.86987758,5,0.033615405,Low,Good
14,F,7.5,1.342626706,5.465436809,4.003493638,1,0.64520176,Moderate,Excellent
18,M,8.3,2.751065136,9.421497912,4.46078605,1,0.605982517,High,Poor
18,F,7.7,1.403609741,4.596996486,11.52887613,5,0.2792198,High,Good
14,F,0.4,0.825120777,7.936970839,3.352353755,2,0.179515447,Moderate,Good
18,M,1.9,0.425486486,8.746514329,3.911064381,5,0.072984973,Low,Poor
15,M,5.4,0.011235284,6.129507042,6.205485991,2,0.587343751,Low,Poor
16,F,9.3,1.596472455,9.724828476,7.895842878,2,0.568900273,High,Excellent
14,M,8.3,0.321470091,9.104384108,8.03817219,4,0.53331809,Moderate,Good
17,M,8.4,1.175183291,5.767709798,4.919760087,1,0.985618268,Low,Excellent
18,F,3.0,1.767815284,4.045246556,11.20613898,1,0.531544111,Moderate,Excellent
14,M,4.3,0.827057691,5.779943057,11.15099908,3,0.72179073,High,Average
13,F,4.7,0.525672877,5.687862823,5.920680531,5,0.112918272,Moderate,Excellent
13,F,1.6,2.324164868,9.339787645,6.342917694,4,0.298970789,Moderate,Good
16,F,0.3,2.840373517,9.80272707,9.024971168,1,0.275446615,Moderate,Average
15,F,9.5,0.301321254,4.422639916,8.629958964,3,0.575975506,Moderate,Excellent
16,F,2.4,0.466770973,6.827768971,5.82297015,4,0.330813228,Low,Excellent
16,M,2.4,2.880037972,7.289991991,6.142442515,2,0.641066427,High,Good
16,M,0.8,0.113352665,4.557469968,5.480389434,1,0.690089739,Low,Average
16,M,9.3,2.93289701,6.264986255,4.35385007,5,0.033689837,Low,Poor
17,M,5.8,0.013933449,5.902494504,6.581383629,4,0.639757712,Low,Poor
17,F,6.7,2.621005967,7.216338126,8.864341319,3,0.116787362,Low,Average
14,F,9.1,0.921975543,7.967145398,9.419667053,5,0.465135302,High,Average
13,M,3.5,2.815766575,8.220910663,9.788736483,2,0.726576571,High,Average
16,F,6.2,0.950835866,4.820530142,5.747320135,5,0.703344996,Low,Average
14,M,0.4,1.962918965,8.877686212,9.646359943,3,0.299822545,Moderate,Poor
13,M,1.9,0.240097709,8.071252179,2.065163157,2,0.27236585,Moderate,Excellent
18,M,8.3,0.726989434,9.3344495,6.770499377,3,0.440226508,Moderate,Good
15,F,7.7,2.321038039,6.696016357,9.939044001,1,0.188667083,Moderate,Poor
17,F,3.5,1.586057561,9.363338576,8.300447206,3,0.974699013,Moderate,Good
18,F,3.8,2.783907185,9.194644734,6.740631242,5,0.344917071,High,Poor
13,F,5.3,1.286254225,6.630455994,8.446420066,1,0.922993274,Moderate,Average
18,M,0.0,2.609437097,6.286859892,11.06946003,1,0.908264963,High,Poor
15,F,2.4,1.346866312,9.59687209,7.663818006,4,0.364848988,Moderate,Poor
13,F,2.1,2.937744836,8.290988407,9.997861915,5,0.254084632,Moderate,Average
18,F,2.5,2.879503144,9.569472079,11.80742725,5,0.770835635,Low,Excellent
17,M,8.1,0.987410117,8.781848673,9.055682021,2,0.229377848,Low,Average
17,M,2.8,2.657771011,7.655784636,7.733257639,3,0.52124639,Low,Excellent
14,F,1.9,2.542834123,4.695116662,2.374859471,3,0.110689374,High,Poor
18,F,5.0,0.632041192,5.748884035,5.744778983,5,0.385932155,High,Poor
16,F,8.7,1.872871202,9.813054443,7.654427335,3,0.078154924,Low,Good
18,F,2.4,0.218046947,5.916532592,9.972065717,5,0.283439593,Low,Good
13,M,0.8,2.510132162,4.559529219,6.381047896,1,0.665293738,Moderate,Poor
13,F,3.6,0.523637651,8.245320136,11.60058276,3,0.991307157,High,Good
18,F,7.5,0.212444104,8.404025527,4.717937526,3,0.254807597,Moderate,Excellent
15,F,5.5,1.200657287,5.712746322,9.445671952,5,0.473321291,Moderate,Average
17,M,8.2,1.730766416,5.786031876,6.190314171,5,0.448046115,Low,Poor
13,M,9.6,2.564750876,6.813357913,6.859884946,2,0.184153634,Moderate,Poor
17,F,7.9,2.922727577,4.130733699,10.02502034,3,0.610069036,Moderate,Good
13,F,6.0,1.318477538,8.735938062,4.962152617,4,0.724704947,Low,Poor
14,F,4.9,0.181340769,5.902532724,2.968120566,5,0.147219483,Low,Poor
16,F,0.4,2.247346737,9.122578612,7.202555846,4,0.757124573,Moderate,Excellent
13,F,9.8,1.695519769,8.81578253,7.287946118,1,0.700161636,Moderate,Excellent
17,M,3.8,1.343674035,7.968412199,9.971677722,1,0.197342881,Moderate,Average
14,M,1.5,0.927806636,5.949249203,11.68319206,4,0.648947625,High,Poor
13,M,6.7,1.507195584,7.09789937,2.553006863,1,0.393671679,Moderate,Good
15,F,2.8,1.016038813,6.668975546,7.916894737,4,0.681137752,Low,Average
16,M,5.9,2.271035603,6.033291317,8.812785303,2,0.496096852,Moderate,Good
13,M,5.9,1.631681089,9.088817736,11.85801351,2,0.048137675,High,Poor
14,M,4.5,2.630543322,6.901042447,11.42590214,1,0.786966988,Moderate,Good
15,F,8.4,1.630631744,8.996338587,9.124507647,4,0.555599925,High,Good
18,F,2.6,0.71478724,4.631310845,7.217894112,4,0.724794623,High,Average
14,M,4.5,2.553275647,4.846148732,3.615239223,4,0.126071775,Low,Poor
14,F,5.4,1.671657135,9.863921831,5.841765552,1,0.721272473,Moderate,Average
15,M,6.6,0.620523114,7.526610776,7.851223251,4,0.413666189,High,Poor
14,M,7.8,1.87052343,7.058618041,9.252003966,5,0.799267044,Moderate,Excellent
15,M,3.9,1.073150295,7.138936379,8.353995575,4,0.599165875,High,Average
13,M,6.5,2.533216837,5.291612644,9.141228018,5,0.354902125,Low,Poor
15,F,1.5,1.359899216,8.312223697,6.291525046,2,0.201916952,Low,Excellent
15,F,9.3,2.179324074,4.508683742,9.276272906,5,0.815924169,Moderate,Excellent
16,F,3.8,0.286608623,7.439942279,3.43741256,2,0.560192664,Moderate,Excellent
15,F,7.3,1.188073039,7.42461278,3.625863118,1,0.987468073,Moderate,Average
15,M,0.2,2.949724309,9.485130545,3.628321458,2,0.37348867,Moderate,Excellent
18,F,2.1,2.425380868,7.157096861,10.90864957,2,0.685719222,Moderate,Poor
13,M,4.9,0.479822407,4.822376176,2.760340633,4,0.622820872,High,Average
16,F,8.8,0.833292148,7.436519555,10.01508373,3,0.637581709,Moderate,Good
18,F,5.3,0.989447427,4.547965866,4.33570898,2,0.736979965,High,Excellent
17,F,9.3,1.951096681,5.222763012,6.684299405,5,0.13910828,High,Average
13,M,4.8,2.270984278,4.186651505,11.15956595,1,0.549644044,High,Good
13,M,4.9,2.248579826,7.079761495,7.859372297,5,0.50912967,Moderate,Average
17,M,1.2,1.529622169,4.507195692,4.101176862,1,0.342529789,Low,Excellent
15,M,8.0,2.432461614,6.816366271,4.840900603,5,0.436150267,Low,Excellent
18,F,2.5,1.311234248,9.597670212,11.20446624,2,0.518812077,Moderate,Good
14,M,9.0,0.371641696,8.318568478,6.271439251,3,0.320922315,Moderate,Poor
16,M,9.1,1.693325525,4.464470045,7.86985483,2,0.293158832,Moderate,Excellent
14,F,9.4,2.856904154,5.345258873,6.599321966,4,0.738272575,High,Good
17,F,5.2,2.378980954,8.041974519,5.78438088,5,0.066918143,Low,Excellent
13,M,6.8,1.736101943,9.368211166,4.232791269,3,0.312963079,Low,Poor
13,F,7.8,1.940416981,4.197511521,8.861915005,5,0.653711146,Low,Good
16,M,1.3,2.791686081,8.87470679,9.182420263,4,0.208772968,Low,Poor
13,F,6.0,1.285028383,7.370883282,4.748850916,4,0.572272635,High,Excellent
13,M,0.3,0.994182417,7.276547952,9.890108431,4,0.302164142,Moderate,Good
16,M,5.0,2.931724695,9.746879097,10.545352,2,0.843301273,High,Average
18,M,1.5,2.590329401,8.485867676,11.20675096,2,0.349989332,Moderate,Poor
18,M,1.8,0.969130754,9.100713208,3.612124139,3,0.229516562,Moderate,Excellent
16,M,3.7,1.391341792,6.123973417,5.039236836,4,0.530103777,Low,Excellent
17,F,4.3,1.245234387,7.326184245,10.60353348,2,0.135660513,Low,Poor
13,M,6.2,0.447287036,7.692434065,3.985402028,1,0.797483967,Moderate,Good
13,M,0.7,2.873457971,5.929503642,2.034684592,1,0.680028251,Moderate,Average
17,M,5.0,1.212937294,7.42148875,10.7082731,2,0.770508905,Low,Excellent
18,M,1.8,2.625987248,5.419932277,5.264494418,3,0.3988782,Low,Poor
15,M,5.7,0.568068683,4.860254026,6.144975251,5,0.835003414,Low,Poor
15,F,6.4,1.643612432,6.243821556,6.463340257,4,0.493548131,Low,Average
15,F,5.6,0.071884155,8.435737772,10.48274601,2,0.094699035,Low,Average
18,M,7.4,2.292661452,9.497122888,5.378921446,3,0.224029249,High,Excellent
18,F,3.4,1.742741695,6.746284309,10.92279886,5,0.711052802,High,Average
17,M,7.7,1.87676875,7.85694213,8.16939138,3,0.896422299,High,Poor
13,F,4.3,0.155162648,4.618222786,7.27286724,5,0.095185592,Low,Good
17,F,4.8,0.633114991,9.426782551,5.256145071,1,0.864214791,Moderate,Good
17,M,6.5,0.222992617,7.411625281,4.437116963,5,0.799069829,Moderate,Poor
18,F,0.2,0.866742947,8.682029486,8.240584428,1,0.35656106,Low,Poor
15,F,6.5,1.882317023,8.766647206,6.468941601,4,0.689276804,High,Poor
14,M,6.2,1.698557953,5.538883158,11.1051601,2,0.186951344,Moderate,Excellent
13,M,3.1,1.836449465,7.175046719,6.916387161,1,0.8133933,Low,Poor
18,F,0.9,1.647753814,9.762878509,7.117949167,3,0.657339022,High,Average
15,F,0.9,0.819086387,4.537807269,6.167232811,5,0.438829379,High,Poor
14,F,9.2,0.733522492,8.098299388,9.89262997,3,0.864517316,High,Poor
14,M,6.9,0.411179051,9.773584468,6.248391981,1,0.139234501,High,Excellent
18,F,1.3,2.547212625,5.803462648,4.693419997,3,0.845785632,High,Poor
16,F,3.6,1.849438076,9.168687528,10.62030874,5,0.023886407,High,Average
13,F,5.9,0.559533038,9.601945272,7.968282214,2,0.753200404,High,Average
14,M,8.4,0.531628139,8.482517256,7.915102198,3,0.573364077,High,Average
18,M,0.4,2.619106805,5.387969874,8.108222072,4,0.696723273,High,Poor
18,M,2.4,2.228192591,6.004004313,9.188397482,5,0.412344526,High,Excellent
15,M,8.9,1.97819724,4.214855767,5.130679893,5,0.864441126,Low,Excellent
16,F,0.1,1.220592323,8.988719405,2.338443708,4,0.313149024,Moderate,Excellent
13,M,2.0,0.785926693,9.097667119,10.10593161,1,0.274955285,Low,Average
17,F,9.6,2.938352289,7.79626186,3.289050539,4,0.301750646,Moderate,Excellent
15,F,6.1,2.391718725,6.115167108,9.218197372,1,0.774363843,Low,Poor
14,F,2.6,0.905337669,4.460866166,2.823152983,2,0.495291731,Moderate,Poor
14,F,0.7,2.542694389,8.518345659,5.75307842,1,0.537085326,Moderate,Good
15,M,0.3,2.276795846,8.359157162,2.630260698,2,0.831655418,Moderate,Average
18,M,2.4,0.89124165,9.47561513,7.222136796,2,0.833365552,Low,Good
14,M,8.8,1.279658563,8.383192126,8.531357728,4,0.161738105,Moderate,Good
16,M,4.2,0.557860336,8.972169653,3.714331412,2,0.549767673,High,Average
13,M,7.2,0.333157333,8.475727707,5.716276184,1,0.126018206,Moderate,Average
16,F,9.2,2.168286099,7.78412313,11.30239491,3,0.868528471,Low,Good
14,M,4.1,0.802535572,6.561798365,6.423891171,5,0.837005702,Low,Poor
17,M,1.9,2.460178097,9.412703852,10.02543569,5,0.849348858,High,Good
13,M,5.2,2.986826135,7.905811431,11.27184745,1,0.7048585,Moderate,Average
13,M,9.1,0.229859442,6.390131932,11.74345825,3,0.466877306,Low,Poor
15,F,8.0,1.419105375,4.500815771,10.9832202,2,0.404721226,Moderate,Good
15,F,0.7,2.406187678,5.744229135,5.174053292,1,0.395224564,High,Good
17,F,6.9,2.36685269,7.262360409,11.62572886,2,0.066212789,High,Good
18,F,5.7,2.279991475,5.65381222,10.12395242,4,0.948870286,Low,Average
13,F,9.1,1.046984806,5.327412088,10.37175584,3,0.450275657,Moderate,Good
17,M,1.2,1.361559767,7.164361085,2.151729842,5,0.930114899,High,Average
15,F,5.3,1.784905072,5.018922075,11.54238863,1,0.879257539,High,Poor
15,F,8.8,2.921821751,8.80246038,9.780902238,5,0.828610388,Low,Excellent
13,F,4.1,0.982641813,6.906208908,9.679674965,2,0.588308885,High,Poor
16,M,4.8,2.769431663,7.443176644,2.815247309,2,0.101555886,Low,Good
14,M,0.7,0.808070755,4.884299606,4.325685411,4,0.32391145,High,Average
15,F,2.8,2.967223396,5.947458014,11.62261665,2,0.603586209,High,Good
18,M,3.2,2.01079106,6.4605381,7.006770748,2,0.013455808,Low,Poor
18,M,9.5,1.390534441,8.849276983,5.978580182,5,0.042630914,Low,Excellent
15,F,2.8,1.840171284,8.620957139,10.39940817,5,0.677663382,Moderate,Excellent
16,M,4.6,0.817593507,5.337864849,2.873404141,1,0.888202852,High,Average
16,M,6.7,0.822521573,7.69707449,6.169420163,1,0.855163129,Moderate,Poor
17,M,1.6,0.340663632,5.460738147,5.757007744,2,0.168145276,Moderate,Poor
18,F,4.9,0.342150893,9.929482934,5.49851387,3,0.911233453,Low,Average
17,F,7.4,1.043015224,9.712743269,5.076922437,1,0.696302201,High,Average
18,F,8.7,2.288566434,7.379588323,4.100749568,2,0.716325954,Low,Average
14,M,6.3,1.823913503,8.193415431,3.72910803,5,0.304041201,High,Good
14,F,6.7,0.307753681,8.808582293,8.404061169,4,0.715996776,Low,Good
13,M,1.3,2.556709575,8.32599052,11.19394841,5,0.709772278,High,Average
17,M,9.5,1.804102881,8.198972146,7.088516452,5,0.594665526,Moderate,Average
15,M,1.3,2.88256673,9.751324048,4.979745523,4,0.357288403,High,Excellent
17,F,7.7,2.010556402,7.578736638,3.591601977,5,0.811014438,High,Excellent
15,F,2.6,0.525524591,7.817816031,10.30143365,1,0.937517938,Low,Good
16,F,9.3,1.421350087,9.095612503,11.71492056,5,0.869888425,High,Excellent
17,F,7.2,1.945492793,8.019345207,5.491554015,4,0.242979194,High,Average
16,M,7.5,0.084794103,8.397595732,4.909504256,2,0.445673829,High,Poor
14,F,2.2,0.044730792,5.405012117,8.01492953,2,0.342414352,High,Average
14,M,4.4,0.388209002,6.227601545,9.75328981,2,0.70747955,Moderate,Excellent
13,F,6.2,0.754993305,4.883808074,6.554028035,4,0.831490338,Low,Good
17,F,7.7,1.288647371,7.034592654,8.300731499,4,0.215796132,High,Average
16,F,1.0,1.462321421,6.734364404,9.16549068,1,0.947275535,Low,Average
15,M,9.6,0.414082827,9.982976886,11.60592288,4,0.677329133,Moderate,Excellent
14,M,8.9,2.020174737,7.667251917,3.650373305,2,0.218447872,Moderate,Poor
14,M,2.7,1.788414185,8.718668939,11.97382494,4,0.371094611,High,Average
15,M,8.2,0.883392297,6.004088025,5.921566552,3,0.104606858,Low,Good
16,M,5.2,0.04097965,8.989271988,9.232001427,5,0.597068985,Low,Good
16,F,4.6,0.232943746,7.690509799,7.72414378,1,0.169191523,Low,Poor
17,M,3.1,1.175084327,8.18195399,6.86668617,2,0.693089938,Moderate,Excellent
17,M,5.8,0.461923053,5.766584668,8.980753687,2,0.737246743,Moderate,Poor
18,M,7.3,1.130458818,7.29183035,5.957538502,3,0.479334818,High,Good
18,M,4.1,1.884547814,7.80422184,3.261099813,1,0.093816771,Low,Average
13,F,6.3,1.641712284,7.534568055,6.888933831,5,0.61087319,Low,Good
14,M,7.0,0.693527649,9.491162269,7.219158707,1,0.372205252,Moderate,Poor
17,F,7.1,1.031467474,9.389635987,4.019021534,1,0.949647471,High,Good
16,F,0.5,1.842093595,9.825904347,11.35619356,2,0.513205707,High,Excellent
15,F,8.6,2.582565084,8.004568036,4.274756466,4,0.072266069,High,Poor
16,M,4.6,2.259640316,9.831484781,6.092275941,5,0.636049083,Moderate,Good
14,F,2.6,1.660200081,8.994868,3.549296868,1,0.779353703,Low,Average
18,M,2.4,1.086878995,5.624992842,7.357966462,3,0.160502809,High,Average
16,M,4.8,1.095153833,6.564614017,5.076376081,2,0.449057364,High,Poor
13,M,8.9,2.638251931,5.430354653,6.8927252,4,0.743196953,Low,Average
14,M,3.8,0.117730728,4.025182965,4.246169165,4,0.020493615,High,Poor
18,M,7.5,2.963947933,5.128292519,2.537751279,2,0.028969796,Moderate,Average
15,F,1.0,1.993126233,4.024363518,9.792266511,1,0.676912067,High,Good
18,F,4.8,2.043413097,8.319030768,8.41086284,2,0.725126498,Low,Average
13,M,9.9,0.113993512,6.553205786,5.407393557,4,0.845869437,Moderate,Good
14,F,7.7,1.816587825,5.875448362,2.474942247,4,0.399599816,High,Poor
15,M,2.1,1.45433418,8.570325347,10.65575063,3,0.389776665,Low,Average
13,F,5.0,0.317336721,8.994920648,3.697950049,3,0.552367973,Low,Excellent
18,F,2.3,0.833766032,9.851797232,11.30742218,4,0.757326955,Low,Excellent
13,F,4.1,2.670943369,7.852081508,6.785953786,3,0.640992197,Low,Excellent
14,F,7.8,1.649965248,6.769173751,5.403867099,3,0.327323304,High,Average
17,F,7.7,1.240249726,5.83158581,9.417594769,3,0.346547256,High,Good
13,M,2.3,0.218046468,5.333909255,10.76839406,4,0.763004936,Moderate,Poor
13,M,9.2,2.142364582,5.277555703,5.707135636,1,0.534646662,Moderate,Average
18,F,5.9,2.10855247,6.455136248,6.073437522,1,0.097976176,Low,Poor
18,M,3.8,1.842130821,9.950718132,6.331582193,5,0.152994954,Low,Poor
15,F,5.0,1.530787939,4.005122185,11.22323061,3,0.851190376,Moderate,Average
18,M,6.1,1.301353207,5.183235383,8.925639915,1,0.998803432,High,Good
16,F,5.6,1.779813279,5.130357894,4.47646117,5,0.335682906,High,Excellent
14,F,4.9,0.700186355,8.302716913,3.849996975,2,0.386701662,High,Poor
14,F,5.0,2.823777193,6.114908366,4.303676634,3,0.154488025,Low,Poor
17,M,1.8,1.766383588,6.743564828,4.635638892,1,0.235713084,Moderate,Average
17,M,8.1,0.933577333,4.891744783,4.301834913,1,0.424629846,Moderate,Poor
14,F,5.4,1.349039553,6.429982233,8.585064472,1,0.284389644,Moderate,Average
17,F,1.3,2.417054367,4.619198871,3.159335107,5,0.701424855,High,Poor
15,M,7.7,0.484848182,7.198259727,5.873584897,2,0.537849442,Moderate,Good
18,M,9.3,0.878506867,4.587630192,8.25053573,3,0.822297128,Moderate,Good
14,M,9.5,2.038524068,8.743050287,4.908599739,1,0.724524918,High,Excellent
17,M,3.7,0.946467619,7.399610305,2.652743847,4,0.128100612,Low,Excellent
14,M,1.4,2.377505046,8.343807243,2.818239228,3,0.123388966,Low,Good
16,F,5.2,0.391360462,6.51109832,3.259667763,4,0.895648639,High,Excellent
13,M,1.1,2.288058511,6.288947759,10.35843025,5,0.819511239,Moderate,Excellent
18,F,9.3,0.205055145,4.589253334,8.578635056,1,0.467917323,Low,Excellent
14,F,1.8,0.037777838,7.143133642,2.645224111,3,0.130364135,Low,Good
13,M,2.5,2.694670556,7.087012989,5.910688792,3,0.898576291,Low,Excellent
17,M,4.1,1.744017651,6.808612267,4.785851728,1,0.230700557,High,Average
13,F,3.8,1.055480691,8.443110188,7.780401116,2,0.035534775,Low,Excellent
18,M,7.9,0.697783911,8.9950264,7.228059497,5,0.924239525,Moderate,Average
14,F,4.6,1.85065735,8.50473805,6.811240234,1,0.808935621,High,Excellent
16,M,1.7,1.527006551,4.863194457,5.145123704,3,0.693481692,High,Average
17,M,2.7,2.974793327,7.732357056,3.37799772,2,0.034030357,Low,Excellent
14,M,5.1,2.94964796,4.481938634,9.423763829,3,0.528431178,Moderate,Average
18,F,1.5,1.905073698,8.167733725,10.79856769,4,0.653636155,High,Excellent
17,M,6.1,1.328611518,6.291034579,11.44150909,3,0.759347241,Low,Average
15,F,5.7,1.473422907,4.794993738,2.586189706,5,0.471073885,Moderate,Good
13,M,7.1,2.047437199,9.172305142,9.399087116,1,0.9533493,Moderate,Poor
18,F,9.4,0.304723633,7.684050034,9.265034594,3,0.244781061,High,Poor
15,M,9.1,0.985056221,6.128349808,11.47109614,4,0.069734917,Low,Good
14,F,9.5,0.225816723,4.184363078,4.529145945,4,0.332766245,Moderate,Good
16,F,2.4,0.220082279,7.223861554,9.421790383,1,0.66180487,High,Average
17,F,1.3,0.587517726,9.539355271,2.546262888,4,0.737157204,High,Average
13,F,3.0,1.455759764,7.578278996,8.312457208,1,0.738496897,High,Excellent
17,F,9.0,2.354322963,9.829903628,5.508478241,5,0.110673828,High,Excellent
14,F,9.7,1.456487673,4.81870671,9.689094395,1,0.885089455,High,Poor
17,M,8.6,1.006429832,7.409830628,10.63304286,2,0.280833703,Moderate,Poor
13,F,1.1,0.247058971,8.788750288,5.648210422,4,0.209911108,High,Average
14,F,9.5,1.65088657,7.153244387,7.255860927,4,0.614457477,Low,Average
17,F,4.2,0.813805759,4.546398136,3.174040624,3,0.211849074,Low,Good
16,M,0.1,1.844802534,7.497316009,6.169069652,2,0.508038493,Moderate,Average
18,M,4.4,2.931563217,7.670427435,5.608003933,3,0.407029697,High,Excellent
14,M,0.5,0.333942964,8.372255491,3.831234598,1,0.232034263,High,Good
18,F,5.4,0.636376196,8.567269091,10.94478625,5,0.292059633,Moderate,Average
14,M,3.4,1.419283614,8.624636129,3.48087838,4,0.427407231,High,Excellent
16,M,4.7,2.905841446,7.980666362,8.357393575,5,0.346160346,High,Excellent
18,F,6.1,2.315429329,5.294867119,10.90142643,1,0.381575784,Low,Poor
15,F,8.7,2.694687579,6.425414535,11.1196858,1,0.735434622,High,Good
13,M,6.6,1.001144545,8.656779836,9.932396998,2,0.168379913,Moderate,Poor
15,F,4.3,2.976115421,9.7205619,3.761411339,3,0.627618587,Low,Good
17,F,8.2,0.308498448,4.473681789,10.17431409,4,0.678157776,Moderate,Good
16,F,9.1,0.158918718,7.213220067,4.765648124,4,0.802087046,Moderate,Poor
15,F,1.2,2.566807881,5.875133628,11.22398027,5,0.847327175,High,Poor
14,M,5.3,2.781794611,5.352363366,9.090866814,2,0.158665543,High,Average
17,F,2.8,0.271756073,7.034864101,9.85267561,1,0.138260761,Low,Good
17,M,0.5,0.34028228,7.636536043,2.850324535,2,0.614771013,Moderate,Average
15,M,6.7,0.099522473,4.058633389,7.827651134,4,0.756916551,Moderate,Good
15,M,8.6,0.313522688,8.681239433,10.21142127,3,0.27232643,High,Excellent
16,M,1.6,0.62825945,8.919292788,10.61590353,5,0.525847206,Moderate,Average
13,F,8.1,2.910229857,9.793064947,2.286317047,1,0.772239431,Moderate,Poor
15,F,8.5,2.003580667,5.083862399,11.39159233,1,0.767503108,Moderate,Excellent
15,F,9.1,2.335659077,7.567315374,2.433387333,1,0.653820166,Moderate,Poor
18,M,2.7,2.328418211,6.559752241,8.145186797,3,0.078787696,Moderate,Excellent
14,M,9.0,1.605221249,6.008967109,8.933875276,4,0.05064386,Low,Excellent
18,M,3.2,2.392466933,7.393800709,3.073452912,4,0.38844531,Moderate,Average
18,F,5.5,1.787422597,8.694298559,2.480118656,2,0.026687426,Moderate,Poor
17,M,0.5,0.943638293,4.138316701,9.849121545,2,0.904144332,Low,Average
13,F,0.4,1.683330326,9.816400675,5.846706248,4,0.020144665,High,Excellent
14,F,7.2,1.600525758,8.859289514,3.071125153,1,0.029612862,High,Good
16,F,4.4,2.470359161,8.506922222,9.626678164,3,0.165327378,Low,Good
16,F,2.6,2.945181652,8.562324293,10.4916307,4,0.627015132,Low,Excellent
15,M,1.9,1.233127696,6.334364258,7.873861908,3,0.541554141,High,Poor
15,F,6.7,2.290172035,8.509723305,3.612368084,5,0.659487137,Moderate,Poor
16,M,0.0,0.299289012,6.320621252,2.152224715,1,0.893555141,Moderate,Poor
15,F,8.1,2.330494108,9.392240977,9.008024813,5,0.454945651,Low,Good
13,M,0.8,1.114250736,5.0633343,7.501396748,4,0.043875976,Moderate,Average
18,M,1.9,0.118170489,5.754084545,8.507971417,2,0.763496625,Low,Poor
15,F,3.9,1.089738536,7.308025256,10.1318467,4,0.811964463,High,Average
17,F,4.8,1.831928253,5.915266215,6.34227777,5,0.04988836,Moderate,Poor
15,F,3.5,0.357750503,6.545423472,3.245154688,3,0.242849294,High,Poor
14,M,3.2,2.772103477,6.954536136,11.39983285,4,0.770596799,Moderate,Poor
13,F,9.6,0.23301724,9.138120093,7.452621272,2,0.376155239,Moderate,Average
14,F,6.4,2.790020159,7.139153522,8.152941191,5,0.472651398,Moderate,Average
14,M,0.2,2.121412554,6.174759092,11.3341143,4,0.823175742,Low,Average
17,F,4.3,0.989136526,5.486416984,11.31583656,5,0.094619538,High,Excellent
13,M,8.8,1.172251043,6.452055873,7.720946067,5,0.677284324,Low,Good
13,F,3.0,2.222428094,7.094416626,4.976114247,1,0.214984387,Low,Excellent
13,M,0.9,1.804413303,8.476689143,11.97113634,3,0.062651431,High,Good
13,M,7.6,2.014928764,4.726292657,8.8081709,1,0.662497846,High,Excellent
13,F,6.1,1.16749385,5.329655129,6.084366769,5,0.121412253,Low,Good
17,M,5.7,1.463440445,6.277924095,7.598368029,2,0.747007259,Low,Average
15,F,0.5,2.969602452,6.162390431,6.158340503,2,0.202705391,Low,Good
14,F,1.4,0.641768611,6.350488526,10.88305152,1,0.04851202,High,Poor
13,M,6.2,1.25356856,8.761127588,6.824993749,2,0.099297465,Low,Average
15,F,2.1,0.875469563,5.944926418,10.23528376,5,0.841270249,High,Excellent
15,M,5.0,2.295334531,7.011389082,10.40176298,4,0.370968216,Low,Poor
14,M,5.4,2.292037877,7.743442197,10.24332338,5,0.302266641,High,Poor
